lead_id,company_name,contact_name,email,job_title,industry,company_size,region,source_channel,decision_maker,created_date,last_activity,last_touch,page_views_7d,emails_opened_30d,calls_last_30d,days_in_pipeline,deal_size_estimate,lead_score,conversion_probability,converted
LEAD_000148,SaaS Company 148,Contact 148,contact148@company148.com,CEO,SaaS,11-50,NA,referral,False,2025-02-01,2025-03-01,email_open,11,6,4,100,120,90,0.908,0
LEAD_000149,E-commerce Company 149,Contact 149,contact149@company149.com,CEO,E-commerce,1-10,NA,organic,True,2025-08-27,2025-09-23,content_download,6,3,2,123,438,46,0.466,1
LEAD_000150,E-commerce Company 150,Contact 150,contact150@company150.com,CEO,E-commerce,1-10,EU,paid,False,2025-08-12,2025-08-20,ad_click,4,0,0,127,273,12,0.128,0
LEAD_000151,E-commerce Company 151,Contact 151,contact151@company151.com,VP Sales,E-commerce,1-10,APAC,paid,False,2025-07-02,2025-07-05,content_download,5,2,2,42,157,37,0.376,1
LEAD_000152,Manufacturing Company 152,Contact 152,contact152@company152.com,Sales Manager,Manufacturing,201-1000,LATAM,paid,False,2025-06-12,2025-07-01,contact_form,12,4,8,122,4734,86,0.864,1
LEAD_000153,Finance Company 153,Contact 153,contact153@company153.com,IT Director,Finance,11-50,LATAM,organic,False,2025-07-09,2025-08-07,webinar,4,5,3,169,1178,58,0.583,1
LEAD_000154,E-commerce Company 154,Contact 154,contact154@company154.com,CEO,E-commerce,1-10,EU,referral,False,2024-10-15,2024-10-17,ad_click,6,0,0,31,438,17,0.173,0
LEAD_000155,SaaS Company 155,Contact 155,contact155@company155.com,Marketing Director,SaaS,11-50,APAC,paid,True,2025-02-25,2025-03-09,ad_click,6,5,5,117,547,75,0.757,1
LEAD_000156,Finance Company 156,Contact 156,contact156@company156.com,CFO,Finance,5000+,EU,organic,False,2025-06-04,2025-06-09,product_tour,10,1,1,42,3790,52,0.529,0
LEAD_000157,SaaS Company 157,Contact 157,contact157@company157.com,Sales Manager,SaaS,1-10,APAC,organic,False,2025-06-11,2025-07-10,webinar,4,0,3,71,294,53,0.534,0
LEAD_000158,Education Company 158,Contact 158,contact158@company158.com,VP Sales,Education,1-10,MEA,referral,False,2025-02-13,2025-02-27,trial_signup,3,3,0,63,578,22,0.229,0
LEAD_000159,Healthcare Company 159,Contact 159,contact159@company159.com,CTO,Healthcare,1-10,NA,social,False,2025-03-28,2025-04-11,case_study_view,3,0,1,175,142,26,0.264,0
LEAD_000160,E-commerce Company 160,Contact 160,contact160@company160.com,VP Sales,E-commerce,201-1000,MEA,organic,False,2024-10-22,2024-11-04,trial_signup,5,1,2,54,4636,60,0.601,1
LEAD_000161,Manufacturing Company 161,Contact 161,contact161@company161.com,IT Director,Manufacturing,51-200,EU,referral,False,2025-07-16,2025-08-06,case_study_view,6,0,1,84,1384,37,0.374,0
LEAD_000162,Manufacturing Company 162,Contact 162,contact162@company162.com,Product Manager,Manufacturing,51-200,EU,social,False,2025-04-19,2025-05-12,ad_click,1,0,1,66,752,22,0.228,1
LEAD_000163,Education Company 163,Contact 163,contact163@company163.com,Marketing Director,Education,51-200,EU,paid,False,2024-12-03,2024-12-16,webinar,9,2,2,10,2743,55,0.551,1
LEAD_000164,Retail Company 164,Contact 164,contact164@company164.com,CFO,Retail,1-10,APAC,social,False,2025-01-25,2025-02-03,case_study_view,5,1,2,99,199,34,0.349,0
LEAD_000165,SaaS Company 165,Contact 165,contact165@company165.com,VP Sales,SaaS,201-1000,APAC,organic,False,2025-07-21,2025-07-23,pricing_page,8,1,1,69,1292,56,0.56,0
LEAD_000166,Consulting Company 166,Contact 166,contact166@company166.com,IT Director,Consulting,11-50,APAC,social,True,2025-02-27,2025-03-22,webinar,3,1,4,146,277,60,0.609,0
LEAD_000167,Healthcare Company 167,Contact 167,contact167@company167.com,CFO,Healthcare,1-10,NA,organic,False,2025-03-03,2025-03-06,pricing_page,8,1,2,172,389,53,0.537,1
LEAD_000168,Finance Company 168,Contact 168,contact168@company168.com,VP Sales,Finance,11-50,EU,organic,False,2025-09-02,2025-09-18,content_download,3,0,0,36,631,23,0.231,1
LEAD_000169,Real Estate Company 169,Contact 169,contact169@company169.com,Operations Manager,Real Estate,51-200,MEA,paid,False,2025-06-05,2025-06-25,demo_request,4,5,1,93,2374,51,0.514,0
LEAD_000170,Education Company 170,Contact 170,contact170@company170.com,CEO,Education,1-10,NA,referral,False,2024-12-12,2025-01-04,email_open,2,0,0,166,153,7,0.076,0
LEAD_000171,E-commerce Company 171,Contact 171,contact171@company171.com,Sales Manager,E-commerce,11-50,NA,direct,False,2024-11-13,2024-12-10,demo_request,6,3,1,7,366,54,0.54,0
LEAD_000172,Technology Company 172,Contact 172,contact172@company172.com,VP Sales,Technology,1-10,APAC,social,False,2024-12-13,2024-12-27,case_study_view,0,0,1,22,501,19,0.198,0
LEAD_000173,E-commerce Company 173,Contact 173,contact173@company173.com,Sales Manager,E-commerce,201-1000,MEA,direct,True,2025-08-08,2025-08-14,contact_form,1,0,1,21,1499,29,0.294,1
LEAD_000174,Retail Company 174,Contact 174,contact174@company174.com,Product Manager,Retail,51-200,NA,social,True,2024-10-03,2024-10-30,contact_form,9,0,0,23,265,34,0.345,0
LEAD_000175,SaaS Company 175,Contact 175,contact175@company175.com,Product Manager,SaaS,1-10,EU,direct,False,2024-11-06,2024-12-01,content_download,4,0,1,31,1013,35,0.351,1
LEAD_000176,Education Company 176,Contact 176,contact176@company176.com,CFO,Education,11-50,NA,organic,False,2024-11-19,2024-11-21,ad_click,7,0,0,22,754,22,0.223,0
LEAD_000177,E-commerce Company 177,Contact 177,contact177@company177.com,Marketing Director,E-commerce,1-10,NA,organic,False,2024-10-23,2024-11-16,trial_signup,9,7,2,177,109,61,0.61,0
LEAD_000178,SaaS Company 178,Contact 178,contact178@company178.com,CFO,SaaS,11-50,EU,paid,False,2025-08-20,2025-08-25,contact_form,11,1,2,25,3668,66,0.663,1
LEAD_000179,Healthcare Company 179,Contact 179,contact179@company179.com,Marketing Director,Healthcare,201-1000,NA,referral,False,2025-03-08,2025-04-03,product_tour,12,4,0,124,4727,50,0.509,0
LEAD_000180,Manufacturing Company 180,Contact 180,contact180@company180.com,IT Director,Manufacturing,5000+,EU,direct,False,2024-12-08,2024-12-10,pricing_page,4,0,0,23,4543,27,0.276,0
LEAD_000181,Healthcare Company 181,Contact 181,contact181@company181.com,IT Director,Healthcare,201-1000,LATAM,referral,False,2025-03-22,2025-03-28,trial_signup,5,1,2,106,572,58,0.587,1
LEAD_000182,SaaS Company 182,Contact 182,contact182@company182.com,Product Manager,SaaS,201-1000,NA,direct,False,2025-01-13,2025-02-11,webinar,4,0,2,167,1080,54,0.54,0
LEAD_000183,Retail Company 183,Contact 183,contact183@company183.com,CFO,Retail,1001-5000,NA,direct,True,2025-06-15,2025-06-25,contact_form,6,0,0,110,858,34,0.348,0
LEAD_000184,Retail Company 184,Contact 184,contact184@company184.com,Product Manager,Retail,11-50,EU,paid,True,2025-04-02,2025-04-25,contact_form,6,4,4,94,128,72,0.724,1
LEAD_000185,Consulting Company 185,Contact 185,contact185@company185.com,Operations Manager,Consulting,1-10,EU,organic,True,2025-07-11,2025-08-05,content_download,8,1,2,32,1277,45,0.459,0
LEAD_000186,SaaS Company 186,Contact 186,contact186@company186.com,Operations Manager,SaaS,11-50,NA,organic,False,2025-03-07,2025-03-14,trial_signup,6,0,2,97,687,66,0.666,1
LEAD_000187,SaaS Company 187,Contact 187,contact187@company187.com,VP Sales,SaaS,5000+,NA,direct,False,2025-07-12,2025-07-19,product_tour,4,0,1,98,1804,41,0.416,1
LEAD_000188,Consulting Company 188,Contact 188,contact188@company188.com,IT Director,Consulting,11-50,NA,organic,False,2025-04-09,2025-04-18,ad_click,4,0,2,150,516,43,0.434,1
LEAD_000189,Education Company 189,Contact 189,contact189@company189.com,Operations Manager,Education,201-1000,NA,social,False,2025-01-29,2025-02-13,trial_signup,11,3,3,151,1439,84,0.845,1
LEAD_000190,Technology Company 190,Contact 190,contact190@company190.com,VP Sales,Technology,11-50,NA,paid,False,2025-02-14,2025-03-16,ad_click,11,5,0,40,1644,44,0.443,1
LEAD_000191,Finance Company 191,Contact 191,contact191@company191.com,CEO,Finance,51-200,APAC,direct,False,2025-06-10,2025-06-14,product_tour,3,0,1,93,253,35,0.352,0
LEAD_000192,Healthcare Company 192,Contact 192,contact192@company192.com,Marketing Director,Healthcare,201-1000,EU,organic,False,2025-03-22,2025-04-04,contact_form,9,1,3,36,350,77,0.77,1
LEAD_000193,Retail Company 193,Contact 193,contact193@company193.com,CTO,Retail,1-10,NA,paid,False,2024-11-27,2024-12-21,content_download,10,0,1,86,163,37,0.371,0
LEAD_000194,Finance Company 194,Contact 194,contact194@company194.com,CTO,Finance,201-1000,EU,paid,False,2024-12-23,2025-01-10,pricing_page,10,5,2,140,582,71,0.718,0
LEAD_000195,SaaS Company 195,Contact 195,contact195@company195.com,CTO,SaaS,201-1000,APAC,organic,True,2025-04-25,2025-05-23,contact_form,5,0,0,7,1400,36,0.368,0
LEAD_000196,E-commerce Company 196,Contact 196,contact196@company196.com,Marketing Director,E-commerce,201-1000,APAC,paid,True,2024-09-28,2024-10-07,webinar,4,1,1,77,4498,38,0.383,1
LEAD_000197,Retail Company 197,Contact 197,contact197@company197.com,Product Manager,Retail,11-50,EU,organic,True,2024-11-15,2024-12-09,content_download,4,1,2,67,3098,40,0.408,1
LEAD_000198,Healthcare Company 198,Contact 198,contact198@company198.com,CFO,Healthcare,11-50,NA,paid,False,2025-07-03,2025-07-28,contact_form,7,0,0,64,59,32,0.327,0
LEAD_000199,SaaS Company 199,Contact 199,contact199@company199.com,CFO,SaaS,1-10,NA,direct,False,2025-01-31,2025-02-28,email_open,5,2,1,53,877,37,0.377,0
LEAD_000200,E-commerce Company 200,Contact 200,contact200@company200.com,Marketing Director,E-commerce,51-200,NA,referral,False,2024-10-25,2024-10-29,webinar,10,6,2,159,380,60,0.6,1
LEAD_000201,Consulting Company 201,Contact 201,contact201@company201.com,Sales Manager,Consulting,5000+,APAC,referral,True,2025-08-13,2025-09-08,content_download,6,3,3,97,2908,61,0.616,0
LEAD_000202,SaaS Company 202,Contact 202,contact202@company202.com,CEO,SaaS,1001-5000,EU,direct,False,2025-05-13,2025-06-07,case_study_view,2,3,1,159,1224,44,0.441,0
LEAD_000203,E-commerce Company 203,Contact 203,contact203@company203.com,Product Manager,E-commerce,1-10,APAC,referral,False,2025-04-06,2025-04-17,trial_signup,6,2,2,150,63,52,0.521,0
LEAD_000204,E-commerce Company 204,Contact 204,contact204@company204.com,Operations Manager,E-commerce,5000+,NA,direct,False,2024-09-08,2024-10-08,case_study_view,8,3,4,49,622,76,0.764,0
LEAD_000205,SaaS Company 205,Contact 205,contact205@company205.com,CTO,SaaS,5000+,EU,paid,False,2025-07-03,2025-07-07,demo_request,4,0,0,169,8482,45,0.45,0
LEAD_000206,E-commerce Company 206,Contact 206,contact206@company206.com,CEO,E-commerce,1-10,EU,social,False,2025-09-03,2025-09-19,webinar,9,3,0,32,135,30,0.303,0
LEAD_000207,E-commerce Company 207,Contact 207,contact207@company207.com,Operations Manager,E-commerce,1-10,NA,social,True,2024-12-13,2025-01-07,email_open,4,2,0,97,385,17,0.177,0
LEAD_000208,SaaS Company 208,Contact 208,contact208@company208.com,CTO,SaaS,5000+,MEA,referral,True,2025-08-05,2025-08-06,webinar,4,0,1,31,7393,41,0.412,0
LEAD_000209,Healthcare Company 209,Contact 209,contact209@company209.com,Business Analyst,Healthcare,201-1000,APAC,organic,True,2024-10-20,2024-10-31,case_study_view,1,1,3,146,6581,54,0.543,0
LEAD_000210,SaaS Company 210,Contact 210,contact210@company210.com,Business Analyst,SaaS,11-50,APAC,organic,True,2025-04-14,2025-05-12,trial_signup,6,6,3,26,1932,75,0.759,1
LEAD_000211,Finance Company 211,Contact 211,contact211@company211.com,Sales Manager,Finance,51-200,APAC,organic,False,2024-10-02,2024-10-30,demo_request,5,0,2,157,5278,60,0.607,1
LEAD_000212,Education Company 212,Contact 212,contact212@company212.com,CEO,Education,51-200,NA,paid,False,2025-04-04,2025-04-11,trial_signup,4,0,0,70,555,31,0.318,0
LEAD_000213,SaaS Company 213,Contact 213,contact213@company213.com,CTO,SaaS,51-200,NA,paid,True,2025-07-25,2025-08-24,ad_click,4,1,0,160,4546,30,0.304,0
LEAD_000214,Retail Company 214,Contact 214,contact214@company214.com,Operations Manager,Retail,1-10,NA,organic,False,2024-12-14,2024-12-28,case_study_view,4,0,4,158,143,55,0.552,0
LEAD_000215,E-commerce Company 215,Contact 215,contact215@company215.com,IT Director,E-commerce,5000+,NA,organic,True,2025-04-19,2025-05-03,content_download,2,0,1,160,27199,34,0.341,0
LEAD_000216,Technology Company 216,Contact 216,contact216@company216.com,CFO,Technology,11-50,APAC,organic,False,2025-05-20,2025-06-14,webinar,5,0,1,76,358,39,0.392,1
LEAD_000217,E-commerce Company 217,Contact 217,contact217@company217.com,CEO,E-commerce,1001-5000,NA,paid,False,2024-12-08,2024-12-26,contact_form,8,1,1,145,945,55,0.557,1
LEAD_000218,Retail Company 218,Contact 218,contact218@company218.com,VP Sales,Retail,51-200,EU,referral,False,2025-03-03,2025-03-26,demo_request,7,4,2,16,1705,62,0.62,1
LEAD_000219,E-commerce Company 219,Contact 219,contact219@company219.com,Sales Manager,E-commerce,1-10,EU,social,False,2025-03-12,2025-04-08,ad_click,9,0,1,24,244,29,0.298,0
LEAD_000220,Finance Company 220,Contact 220,contact220@company220.com,CTO,Finance,11-50,APAC,organic,True,2025-09-05,2025-10-03,webinar,1,1,3,101,494,48,0.485,1
LEAD_000221,SaaS Company 221,Contact 221,contact221@company221.com,Marketing Director,SaaS,11-50,MEA,direct,False,2025-07-09,2025-08-01,product_tour,6,4,1,48,2357,45,0.459,0
LEAD_000222,Technology Company 222,Contact 222,contact222@company222.com,Business Analyst,Technology,1-10,EU,organic,False,2025-06-13,2025-07-08,webinar,4,4,2,6,261,45,0.456,1
LEAD_000223,Real Estate Company 223,Contact 223,contact223@company223.com,Product Manager,Real Estate,1-10,APAC,referral,False,2024-10-29,2024-11-22,demo_request,10,1,1,7,94,48,0.483,1
LEAD_000224,Real Estate Company 224,Contact 224,contact224@company224.com,CFO,Real Estate,201-1000,EU,paid,False,2025-01-31,2025-02-07,pricing_page,10,3,0,80,3179,43,0.434,0
LEAD_000225,Education Company 225,Contact 225,contact225@company225.com,CEO,Education,1001-5000,NA,referral,False,2025-06-21,2025-07-01,webinar,5,0,6,1,1599,73,0.738,0
LEAD_000226,Healthcare Company 226,Contact 226,contact226@company226.com,Marketing Director,Healthcare,5000+,EU,paid,False,2025-04-15,2025-05-09,contact_form,7,0,1,127,1083,49,0.495,1
LEAD_000227,Consulting Company 227,Contact 227,contact227@company227.com,Marketing Director,Consulting,201-1000,EU,paid,False,2025-04-12,2025-05-03,content_download,2,0,1,11,1038,34,0.34,1
LEAD_000228,SaaS Company 228,Contact 228,contact228@company228.com,CTO,SaaS,11-50,APAC,referral,False,2025-01-27,2025-02-25,trial_signup,7,5,5,141,1123,84,0.848,1
LEAD_000229,Healthcare Company 229,Contact 229,contact229@company229.com,CEO,Healthcare,1001-5000,APAC,paid,False,2025-07-01,2025-07-10,contact_form,2,1,2,136,1850,52,0.524,1
LEAD_000230,Finance Company 230,Contact 230,contact230@company230.com,IT Director,Finance,1001-5000,EU,paid,False,2025-04-18,2025-05-16,product_tour,11,5,1,73,2683,60,0.604,1
LEAD_000231,Technology Company 231,Contact 231,contact231@company231.com,VP Sales,Technology,1-10,NA,referral,True,2025-06-26,2025-07-20,pricing_page,7,4,1,8,75,49,0.494,0
LEAD_000232,Real Estate Company 232,Contact 232,contact232@company232.com,Operations Manager,Real Estate,51-200,NA,referral,False,2024-11-28,2024-12-20,email_open,11,0,6,19,2885,74,0.749,0
LEAD_000233,SaaS Company 233,Contact 233,contact233@company233.com,Marketing Director,SaaS,11-50,EU,referral,False,2025-01-25,2025-02-05,contact_form,5,2,2,12,750,56,0.56,0
LEAD_000234,Education Company 234,Contact 234,contact234@company234.com,Business Analyst,Education,1-10,APAC,social,False,2024-10-02,2024-10-14,email_open,4,0,3,41,290,41,0.419,1
LEAD_000235,E-commerce Company 235,Contact 235,contact235@company235.com,Marketing Director,E-commerce,201-1000,LATAM,referral,True,2025-03-31,2025-04-07,email_open,3,0,1,101,727,32,0.322,1
LEAD_000236,Finance Company 236,Contact 236,contact236@company236.com,Sales Manager,Finance,1-10,NA,social,True,2025-02-03,2025-03-01,content_download,7,3,1,97,495,43,0.43,1
LEAD_000237,Healthcare Company 237,Contact 237,contact237@company237.com,Operations Manager,Healthcare,1-10,NA,direct,True,2024-09-28,2024-10-25,case_study_view,8,2,2,155,192,49,0.492,0
LEAD_000238,Finance Company 238,Contact 238,contact238@company238.com,CFO,Finance,11-50,NA,direct,True,2024-11-02,2024-11-26,pricing_page,10,3,3,109,175,77,0.77,0
LEAD_000239,SaaS Company 239,Contact 239,contact239@company239.com,CEO,SaaS,1001-5000,NA,organic,False,2025-06-25,2025-07-19,email_open,5,1,1,129,2800,51,0.513,1
LEAD_000240,SaaS Company 240,Contact 240,contact240@company240.com,Sales Manager,SaaS,1-10,LATAM,organic,False,2024-10-25,2024-11-18,trial_signup,9,4,2,52,1678,67,0.671,0
LEAD_000241,E-commerce Company 241,Contact 241,contact241@company241.com,CEO,E-commerce,11-50,NA,organic,False,2025-05-03,2025-05-16,ad_click,4,0,3,72,2667,50,0.507,1
LEAD_000242,SaaS Company 242,Contact 242,contact242@company242.com,CEO,SaaS,5000+,NA,organic,False,2025-03-13,2025-03-17,content_download,8,0,2,9,2457,64,0.645,1
LEAD_000243,E-commerce Company 243,Contact 243,contact243@company243.com,CEO,E-commerce,201-1000,LATAM,direct,False,2025-07-20,2025-08-03,ad_click,8,1,3,34,6434,59,0.59,1
LEAD_000244,SaaS Company 244,Contact 244,contact244@company244.com,Product Manager,SaaS,1-10,APAC,referral,False,2025-06-23,2025-07-08,demo_request,9,0,1,131,872,56,0.565,0
LEAD_000245,Real Estate Company 245,Contact 245,contact245@company245.com,Sales Manager,Real Estate,11-50,LATAM,paid,True,2024-12-05,2024-12-07,product_tour,6,0,1,68,369,27,0.274,0
LEAD_000246,E-commerce Company 246,Contact 246,contact246@company246.com,CTO,E-commerce,201-1000,APAC,paid,True,2025-02-21,2025-02-27,case_study_view,5,2,0,59,2974,24,0.249,0
LEAD_000247,SaaS Company 247,Contact 247,contact247@company247.com,VP Sales,SaaS,1-10,NA,referral,False,2025-08-14,2025-08-18,webinar,5,2,1,136,248,39,0.398,1
LEAD_000248,Retail Company 248,Contact 248,contact248@company248.com,CFO,Retail,1001-5000,EU,referral,False,2025-08-05,2025-08-26,content_download,4,1,0,77,5486,31,0.314,0
LEAD_000249,SaaS Company 249,Contact 249,contact249@company249.com,CEO,SaaS,1-10,EU,direct,False,2025-05-28,2025-06-10,product_tour,2,0,1,112,745,28,0.284,1
LEAD_000250,Healthcare Company 250,Contact 250,contact250@company250.com,CTO,Healthcare,1001-5000,APAC,organic,False,2024-10-09,2024-11-05,content_download,9,2,1,88,3598,49,0.49,0
LEAD_000251,Retail Company 251,Contact 251,contact251@company251.com,VP Sales,Retail,1001-5000,NA,paid,False,2024-11-21,2024-12-14,case_study_view,4,0,2,57,2906,48,0.483,0
LEAD_000252,SaaS Company 252,Contact 252,contact252@company252.com,Operations Manager,SaaS,1-10,NA,organic,False,2025-07-23,2025-08-18,email_open,5,1,4,84,1279,70,0.704,1
LEAD_000253,Consulting Company 253,Contact 253,contact253@company253.com,CTO,Consulting,1-10,APAC,organic,True,2024-11-19,2024-12-06,demo_request,4,0,4,143,189,67,0.677,1
LEAD_000254,E-commerce Company 254,Contact 254,contact254@company254.com,Operations Manager,E-commerce,11-50,APAC,paid,False,2025-04-04,2025-04-25,product_tour,2,4,1,172,3070,27,0.275,0
LEAD_000255,E-commerce Company 255,Contact 255,contact255@company255.com,CFO,E-commerce,5000+,NA,referral,False,2024-09-22,2024-10-06,contact_form,10,3,1,152,3140,59,0.591,1
LEAD_000256,Healthcare Company 256,Contact 256,contact256@company256.com,Sales Manager,Healthcare,1-10,APAC,social,False,2024-11-24,2024-12-12,product_tour,8,2,1,156,826,38,0.387,0
LEAD_000257,Healthcare Company 257,Contact 257,contact257@company257.com,CEO,Healthcare,51-200,NA,paid,False,2024-11-06,2024-11-11,ad_click,4,0,4,100,667,69,0.691,1
LEAD_000258,Healthcare Company 258,Contact 258,contact258@company258.com,Product Manager,Healthcare,51-200,EU,paid,False,2024-09-29,2024-10-01,case_study_view,7,0,1,31,857,38,0.389,1
LEAD_000259,Healthcare Company 259,Contact 259,contact259@company259.com,CFO,Healthcare,1-10,APAC,referral,False,2024-09-08,2024-09-19,content_download,5,0,1,131,271,30,0.307,0
LEAD_000260,Consulting Company 260,Contact 260,contact260@company260.com,Operations Manager,Consulting,1-10,EU,paid,True,2025-06-21,2025-07-18,content_download,7,2,1,128,1657,33,0.331,0
LEAD_000261,SaaS Company 261,Contact 261,contact261@company261.com,IT Director,SaaS,11-50,LATAM,organic,False,2025-04-28,2025-05-28,content_download,1,0,5,134,1317,59,0.598,0
LEAD_000262,Education Company 262,Contact 262,contact262@company262.com,Marketing Director,Education,11-50,MEA,organic,True,2025-01-09,2025-01-18,trial_signup,1,1,0,80,234,20,0.201,0
LEAD_000263,Finance Company 263,Contact 263,contact263@company263.com,Marketing Director,Finance,1-10,NA,organic,False,2025-07-13,2025-07-22,pricing_page,8,9,2,159,922,61,0.615,1
LEAD_000264,Healthcare Company 264,Contact 264,contact264@company264.com,CFO,Healthcare,1-10,NA,referral,False,2025-01-10,2025-01-16,pricing_page,3,1,4,144,285,63,0.638,1
LEAD_000265,SaaS Company 265,Contact 265,contact265@company265.com,CEO,SaaS,1-10,EU,direct,False,2025-01-18,2025-02-07,webinar,5,3,1,107,84,40,0.406,0
LEAD_000266,E-commerce Company 266,Contact 266,contact266@company266.com,Operations Manager,E-commerce,51-200,NA,organic,True,2025-03-06,2025-03-28,pricing_page,6,1,1,69,1661,44,0.442,1
LEAD_000267,SaaS Company 267,Contact 267,contact267@company267.com,VP Sales,SaaS,11-50,APAC,paid,False,2025-05-31,2025-06-24,contact_form,5,5,7,26,642,78,0.789,0
LEAD_000268,Real Estate Company 268,Contact 268,contact268@company268.com,CEO,Real Estate,51-200,EU,referral,False,2025-05-12,2025-06-10,pricing_page,8,5,2,87,1773,61,0.611,0
LEAD_000269,Finance Company 269,Contact 269,contact269@company269.com,CTO,Finance,1001-5000,NA,direct,False,2024-10-18,2024-11-09,contact_form,5,0,2,127,2542,56,0.569,1
LEAD_000270,Retail Company 270,Contact 270,contact270@company270.com,CEO,Retail,1-10,EU,organic,True,2025-05-02,2025-05-11,product_tour,6,4,0,9,12,22,0.22,0
LEAD_000271,Manufacturing Company 271,Contact 271,contact271@company271.com,Business Analyst,Manufacturing,5000+,EU,paid,False,2024-11-02,2024-11-27,pricing_page,7,2,0,31,696,40,0.405,0
LEAD_000272,SaaS Company 272,Contact 272,contact272@company272.com,Operations Manager,SaaS,11-50,EU,social,False,2025-06-07,2025-06-21,demo_request,3,3,1,6,6474,52,0.528,0
LEAD_000273,Technology Company 273,Contact 273,contact273@company273.com,IT Director,Technology,1001-5000,EU,paid,False,2024-10-05,2024-10-31,case_study_view,13,5,5,50,3272,95,0.95,1
LEAD_000274,Healthcare Company 274,Contact 274,contact274@company274.com,Sales Manager,Healthcare,51-200,NA,organic,False,2025-01-20,2025-01-23,content_download,1,0,2,120,663,46,0.46,0
LEAD_000275,Manufacturing Company 275,Contact 275,contact275@company275.com,Product Manager,Manufacturing,201-1000,APAC,organic,False,2024-11-12,2024-12-11,case_study_view,7,2,3,5,1539,62,0.625,1
LEAD_000276,Finance Company 276,Contact 276,contact276@company276.com,Business Analyst,Finance,51-200,NA,referral,True,2025-08-11,2025-08-18,email_open,2,0,3,78,1645,52,0.529,0
LEAD_000277,Manufacturing Company 277,Contact 277,contact277@company277.com,Business Analyst,Manufacturing,51-200,LATAM,paid,True,2025-08-03,2025-08-24,contact_form,6,2,2,179,5329,47,0.477,1
LEAD_000278,Retail Company 278,Contact 278,contact278@company278.com,CTO,Retail,1-10,APAC,social,True,2024-10-31,2024-11-21,product_tour,8,5,6,57,209,66,0.664,0
LEAD_000279,Education Company 279,Contact 279,contact279@company279.com,VP Sales,Education,11-50,EU,paid,False,2025-04-21,2025-05-13,demo_request,6,2,2,33,1737,60,0.604,1
LEAD_000280,Technology Company 280,Contact 280,contact280@company280.com,CEO,Technology,201-1000,NA,paid,True,2024-12-01,2024-12-02,trial_signup,13,0,5,166,363,95,0.95,1
LEAD_000281,E-commerce Company 281,Contact 281,contact281@company281.com,Business Analyst,E-commerce,1001-5000,EU,paid,True,2024-12-22,2025-01-17,webinar,3,1,2,112,145,48,0.487,1
LEAD_000282,E-commerce Company 282,Contact 282,contact282@company282.com,CTO,E-commerce,1-10,EU,organic,False,2025-07-21,2025-08-15,pricing_page,7,0,2,163,86,52,0.526,1
LEAD_000283,Healthcare Company 283,Contact 283,contact283@company283.com,CEO,Healthcare,1001-5000,EU,paid,False,2024-10-25,2024-11-16,webinar,5,1,1,139,4308,47,0.471,1
LEAD_000284,Education Company 284,Contact 284,contact284@company284.com,CEO,Education,1-10,NA,organic,False,2025-02-26,2025-03-18,pricing_page,10,2,2,169,102,57,0.579,0
LEAD_000285,Manufacturing Company 285,Contact 285,contact285@company285.com,VP Sales,Manufacturing,5000+,NA,organic,True,2025-05-23,2025-05-27,webinar,6,1,3,154,7199,66,0.662,0
LEAD_000286,Healthcare Company 286,Contact 286,contact286@company286.com,CEO,Healthcare,1-10,MEA,paid,False,2025-05-13,2025-06-03,case_study_view,9,5,3,106,2863,61,0.611,1
LEAD_000287,SaaS Company 287,Contact 287,contact287@company287.com,CTO,SaaS,1001-5000,NA,paid,False,2025-05-13,2025-06-09,email_open,10,2,1,139,6084,62,0.621,1
LEAD_000288,Retail Company 288,Contact 288,contact288@company288.com,CEO,Retail,1-10,NA,direct,False,2025-01-20,2025-02-04,pricing_page,3,1,1,63,205,31,0.31,1
LEAD_000289,Healthcare Company 289,Contact 289,contact289@company289.com,CEO,Healthcare,51-200,APAC,referral,False,2025-07-29,2025-08-18,ad_click,9,2,2,36,931,53,0.536,1
LEAD_000290,Technology Company 290,Contact 290,contact290@company290.com,VP Sales,Technology,1001-5000,EU,paid,True,2024-12-27,2025-01-26,pricing_page,9,1,1,167,6066,57,0.578,1
LEAD_000291,Education Company 291,Contact 291,contact291@company291.com,CEO,Education,1-10,APAC,organic,False,2025-03-16,2025-04-10,product_tour,4,1,2,51,331,30,0.306,1
LEAD_000292,Retail Company 292,Contact 292,contact292@company292.com,Product Manager,Retail,11-50,NA,organic,False,2025-01-18,2025-02-05,ad_click,5,1,2,104,453,42,0.42,0
LEAD_000293,SaaS Company 293,Contact 293,contact293@company293.com,CEO,SaaS,1-10,NA,organic,False,2024-09-19,2024-10-04,contact_form,4,5,3,134,245,64,0.642,1
LEAD_000294,Manufacturing Company 294,Contact 294,contact294@company294.com,IT Director,Manufacturing,11-50,MEA,paid,False,2025-05-20,2025-06-14,email_open,9,3,2,88,1257,50,0.504,1
LEAD_000295,Finance Company 295,Contact 295,contact295@company295.com,Business Analyst,Finance,201-1000,APAC,direct,False,2024-11-04,2024-11-08,pricing_page,9,2,2,8,1570,66,0.666,0
LEAD_000296,SaaS Company 296,Contact 296,contact296@company296.com,Operations Manager,SaaS,1001-5000,NA,organic,False,2024-10-26,2024-11-02,ad_click,5,0,4,42,3052,77,0.776,0
